Epoch,Mode,Learning Rate,Accuracy,Loss,Sparsity,Info
,info,,,,,"2024-11-14 01:44:27,945 - root - INFO - Finetune stage..."
1.0,train,0.01,19.12,1.61,0.0,
1.0,val,,20.0,1.609,0.0,
2.0,train,0.01,19.16,1.611,0.0,
2.0,val,,20.0,1.609,0.0,
3.0,train,0.01,20.52,1.61,0.0,
3.0,val,,20.0,1.608,0.0,
4.0,train,0.01,22.04,1.606,0.0,
4.0,val,,32.8,1.598,0.0,
5.0,train,0.01,31.52,1.557,0.0,
5.0,val,,31.4,1.499,0.0,
6.0,train,0.01,36.6,1.387,0.0,
6.0,val,,38.6,1.328,0.0,
7.0,train,0.01,39.04,1.28,0.0,
7.0,val,,35.0,1.329,0.0,
8.0,train,0.01,42.44,1.23,0.0,
8.0,val,,41.8,1.289,0.0,
9.0,train,0.01,47.64,1.185,0.0,
9.0,val,,47.0,1.182,0.0,
10.0,train,0.01,50.56,1.136,0.0,
10.0,val,,54.8,1.029,0.0,
11.0,train,0.01,53.48,1.084,0.0,
11.0,val,,57.6,1.111,0.0,
12.0,train,0.01,56.88,1.038,0.0,
12.0,val,,62.8,0.948,0.0,
13.0,train,0.01,56.72,1.033,0.0,
13.0,val,,48.2,1.401,0.0,
14.0,train,0.01,57.56,1.014,0.0,
14.0,val,,61.2,0.958,0.0,
15.0,train,0.01,59.8,0.986,0.0,
15.0,val,,62.6,0.95,0.0,
16.0,train,0.01,59.28,0.96,0.0,
16.0,val,,64.6,0.894,0.0,
17.0,train,0.01,60.76,0.979,0.0,
17.0,val,,61.8,0.921,0.0,
18.0,train,0.01,62.36,0.944,0.0,
18.0,val,,57.2,1.112,0.0,
19.0,train,0.01,62.24,0.95,0.0,
19.0,val,,63.0,0.917,0.0,
20.0,train,0.01,62.24,0.917,0.0,
20.0,val,,58.0,1.127,0.0,
21.0,train,0.01,63.68,0.901,0.0,
21.0,val,,62.2,0.973,0.0,
22.0,train,0.01,63.24,0.903,0.0,
22.0,val,,57.4,1.065,0.0,
23.0,train,0.01,64.04,0.897,0.0,
23.0,val,,65.8,0.858,0.0,
24.0,train,0.01,64.8,0.86,0.0,
24.0,val,,65.0,0.859,0.0,
25.0,train,0.01,65.08,0.864,0.0,
25.0,val,,68.2,0.79,0.0,
26.0,train,0.01,66.28,0.857,0.0,
26.0,val,,63.0,0.927,0.0,
27.0,train,0.01,64.68,0.865,0.0,
27.0,val,,64.2,0.862,0.0,
28.0,train,0.01,66.88,0.818,0.0,
28.0,val,,59.2,1.172,0.0,
29.0,train,0.01,67.12,0.814,0.0,
29.0,val,,66.6,0.848,0.0,
30.0,train,0.01,67.72,0.795,0.0,
30.0,val,,64.0,0.95,0.0,
31.0,train,0.01,69.28,0.778,0.0,
31.0,val,,67.0,0.823,0.0,
32.0,train,0.01,69.04,0.786,0.0,
32.0,val,,64.8,0.921,0.0,
33.0,train,0.01,69.16,0.792,0.0,
33.0,val,,70.6,0.755,0.0,
34.0,train,0.01,66.88,0.796,0.0,
34.0,val,,68.6,0.749,0.0,
35.0,train,0.01,69.08,0.768,0.0,
35.0,val,,67.0,0.825,0.0,
36.0,train,0.01,70.6,0.747,0.0,
36.0,val,,68.6,0.811,0.0,
37.0,train,0.01,70.56,0.755,0.0,
37.0,val,,70.2,0.747,0.0,
38.0,train,0.01,70.4,0.739,0.0,
38.0,val,,70.2,0.76,0.0,
39.0,train,0.01,71.8,0.72,0.0,
